order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,discount_bin
150,103,5,2024-11-10,3,20,UPI,Samaira Bhagat,Male,55,Hyderabad,2023-09-07,Red Pen Set,6,201.41,Stationery,,483.384,0,2024-11,10–20%
151,17,83,2024-12-01,5,10,Card,Ivan Rao,Male,59,Pune,2022-09-10,LightYellow Lipstick,9,1168.26,Beauty,,5257.17,0,2024-12,0–10%
152,196,102,2024-08-04,2,20,UPI,Tiya Baral,Female,57,Jaipur,2021-07-21,DarkGray Smartphone,3,43187.84,Smartphones,,69100.544,0,2024-08,10–20%
153,6,171,2024-07-23,4,15,UPI,Dhanuk Sidhu,Male,48,Kolkata,2022-06-01,SeaShell Yoga Mat,12,2047.86,Sports Equipment,,6962.723999999999,0,2024-07,10–20%
154,60,76,2024-12-21,3,10,Card,Tejas Varkey,Female,50,Jaipur,2024-05-16,Navy Face Cream,9,1726.03,Beauty,,4660.281,0,2024-12,0–10%
155,19,192,2024-12-15,4,5,UPI,Parinaaz Jani,Female,53,Chennai,2022-06-05,Turquoise Wall Art,7,2307.73,Home Decor,,8769.374,0,2024-12,0–10%
156,186,163,2024-11-22,3,10,NetBanking,Kiaan Badami,Female,48,Mumbai,2023-01-25,MediumBlue Lipstick,9,346.17,Beauty,,934.659,0,2024-11,0–10%
157,40,15,2025-06-28,1,10,Cash on Delivery,Ivana Wason,Female,55,Kolkata,2024-06-14,RoyalBlue Lamp,7,3265.03,Home Decor,15.0,2938.527,1,2025-06,0–10%
158,124,56,2025-02-22,2,20,UPI,Romil Mahal,Female,43,Jaipur,2023-02-03,IndianRed Digital Thermometer,17,1298.31,Health & Personal Care,,2077.296,0,2025-02,10–20%
159,45,100,2025-05-14,3,30,UPI,Rania Chaudry,Female,56,Ahmedabad,2024-04-12,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,3959.004,0,2025-05,20–30%
160,42,70,2025-02-18,1,15,UPI,Armaan Buch,Male,18,Chennai,2021-09-16,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,41341.6965,0,2025-02,10–20%
161,70,11,2025-02-27,3,25,Cash on Delivery,Amani Sastry,Female,52,Pune,2023-11-17,Snow Novel,5,397.74,Books,,894.915,0,2025-02,20–30%
162,152,158,2025-06-02,5,0,Cash on Delivery,Fateh Kannan,Female,59,Delhi,2024-06-16,Khaki Shampoo,9,158.12,Beauty,51.0,790.6,1,2025-06,0%
163,150,119,2024-12-15,2,5,UPI,Samar Bawa,Female,57,Hyderabad,2022-12-24,Olive Study Table,14,23953.3,Furniture,,45511.27,0,2024-12,0–10%
164,53,67,2025-06-24,5,15,Cash on Delivery,Vedika Upadhyay,Female,24,Chennai,2023-08-10,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,47491.4975,0,2025-06,10–20%
165,78,9,2025-03-16,4,25,UPI,Heer Kibe,Male,50,Pune,2022-01-21,Silver Remote Car,11,1678.46,Toys,145.0,5035.38,1,2025-03,20–30%
166,152,143,2024-11-27,5,10,NetBanking,Fateh Kannan,Female,59,Delhi,2024-06-16,Gray Sneakers,2,2424.58,Footwear,,10910.61,0,2024-11,0–10%
167,153,7,2025-02-13,1,20,Card,Aarna Virk,Male,45,Mumbai,2022-12-12,DarkGreen T‑Shirt,1,2410.33,Clothing,,1928.2640000000001,0,2025-02,10–20%
168,145,132,2025-02-04,4,10,UPI,Uthkarsh Bhandari,Male,40,Kolkata,2022-02-03,SlateGray Saree,1,2449.97,Clothing,58.0,8819.892,1,2025-02,0–10%
169,123,32,2025-03-10,4,10,UPI,Drishya Raju,Male,57,Delhi,2022-12-18,Ivory Analog Watch,15,999.45,Watches,,3598.0200000000004,0,2025-03,0–10%
170,115,12,2024-12-24,4,20,Cash on Delivery,Aayush Deshmukh,Male,19,Mumbai,2023-04-10,PaleVioletRed Wardrobe,14,22507.18,Furniture,,72022.97600000001,0,2024-12,10–20%
171,110,96,2025-04-07,2,25,Card,Rasha Bhagat,Male,23,Pune,2023-06-21,SkyBlue Dining Chair,14,20273.41,Furniture,,30410.114999999998,0,2025-04,20–30%
172,163,158,2025-05-10,4,10,NetBanking,Amira Warrior,Female,57,Ahmedabad,2024-01-17,Khaki Shampoo,9,158.12,Beauty,70.0,569.2320000000001,1,2025-05,0–10%
173,56,155,2024-07-09,5,30,Card,Manikya Ganesan,Male,25,Mumbai,2024-06-22,Orchid Football,12,7845.8,Sports Equipment,63.0,27460.3,1,2024-07,20–30%
174,28,114,2024-11-22,4,25,NetBanking,Hunar Bhasin,Male,34,Mumbai,2024-04-15,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,32262.659999999996,0,2024-11,20–30%
175,194,8,2025-04-08,2,25,UPI,Anika Balasubramanian,Female,24,Jaipur,2023-07-10,SlateGray Bluetooth Speaker,20,3259.21,Music & Instruments,,4888.8150000000005,0,2025-04,20–30%
176,34,27,2025-01-05,3,30,Card,Shray Bail,Male,37,Chennai,2022-05-31,Beige Digital Thermometer,17,3867.92,Health & Personal Care,,8122.632,0,2025-01,20–30%
177,65,79,2025-01-25,2,20,UPI,Ishaan Chauhan,Female,31,Delhi,2023-12-23,LightSteelBlue Hand Sanitizer,17,422.98,Health & Personal Care,,676.768,0,2025-01,10–20%
178,111,198,2024-12-16,2,30,UPI,Emir Aurora,Male,32,Bengaluru,2023-01-16,SaddleBrown Marker Pack,6,345.38,Stationery,,483.532,0,2024-12,20–30%
179,128,177,2025-01-11,5,30,UPI,Urvi Thaker,Female,50,Bengaluru,2022-05-25,LightSlateGray Seat Cover,13,705.36,Automotive Accessories,,2468.7599999999998,0,2025-01,20–30%
180,131,123,2024-10-12,3,25,Cash on Delivery,Rohan Bhatia,Female,59,Ahmedabad,2022-01-05,Gainsboro Bracelet,16,57860.63,Jewellery,,130186.41749999998,0,2024-10,20–30%
181,187,51,2025-02-24,1,0,UPI,Lakshay Varughese,Male,38,Kolkata,2023-06-25,MediumAquaMarine Smart Watch,15,6834.25,Watches,,6834.25,0,2025-02,0%
182,56,161,2025-02-09,4,5,Cash on Delivery,Manikya Ganesan,Male,25,Mumbai,2024-06-22,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,42491.827999999994,0,2025-02,0–10%
183,22,117,2024-10-15,4,10,UPI,Taimur Badami,Female,51,Hyderabad,2023-10-09,PeachPuff Building Blocks,11,1900.13,Toys,65.0,6840.468000000001,1,2024-10,0–10%
184,170,152,2024-09-27,5,5,Card,Rasha Khare,Female,18,Mumbai,2023-09-10,SaddleBrown Marker Pack,6,196.21,Stationery,,931.9975000000001,0,2024-09,0–10%
185,132,23,2024-09-07,1,5,UPI,Mehul Balan,Male,30,Bengaluru,2021-08-07,DarkOrchid Smartphone,3,38563.07,Smartphones,79.0,36634.9165,1,2024-09,0–10%
186,100,24,2025-06-18,3,0,UPI,Ela Dhillon,Male,44,Mumbai,2024-03-17,Brown Building Blocks,11,822.9,Toys,,2468.7,0,2025-06,0%
187,118,62,2025-05-31,2,5,UPI,Jayesh Issac,Female,26,Jaipur,2023-07-16,Purple Smartphone,3,52580.92,Smartphones,,99903.74799999999,0,2025-05,0–10%
188,12,41,2025-01-11,4,15,NetBanking,Onkar Kohli,Female,47,Pune,2024-04-02,PaleGreen Saree,1,2697.09,Clothing,,9170.106,0,2025-01,10–20%
189,37,31,2024-12-15,3,0,Card,Rhea Shah,Male,56,Hyderabad,2024-02-07,DeepSkyBlue Analog Watch,15,844.18,Watches,,2532.54,0,2024-12,0%
190,41,107,2025-06-21,5,20,Card,Ishaan Mani,Female,32,Bengaluru,2022-06-07,HoneyDew Wardrobe,14,20747.94,Furniture,,82991.76000000001,0,2025-06,10–20%
191,58,3,2025-06-29,2,20,Card,Manjari Kohli,Female,32,Ahmedabad,2022-12-06,SandyBrown Flip‑Flops,2,2375.71,Footwear,,3801.1360000000004,0,2025-06,10–20%
192,63,111,2024-10-22,5,10,Cash on Delivery,Zain Sodhi,Female,18,Chennai,2023-02-06,Bisque Smartphone,3,83879.6,Smartphones,,377458.2,0,2024-10,0–10%
193,71,85,2024-07-07,2,30,UPI,Abram Bir,Male,50,Bengaluru,2024-05-18,IndianRed Smart Watch,15,5520.99,Watches,,7729.3859999999995,0,2024-07,20–30%
194,133,20,2024-11-05,2,30,UPI,Siya Vora,Female,23,Ahmedabad,2022-06-22,Beige Marker Pack,6,418.27,Stationery,,585.578,0,2024-11,20–30%
195,91,156,2025-02-01,4,15,UPI,Jivin Hans,Female,24,Pune,2023-08-11,Turquoise Masala Pack,10,1785.23,Groceries,,6069.782,0,2025-02,10–20%
196,89,165,2025-04-04,5,0,Card,Tiya Hayer,Male,38,Hyderabad,2023-12-26,DarkOliveGreen Digital Thermometer,17,4029.76,Health & Personal Care,11.0,20148.800000000003,1,2025-04,0%
197,17,5,2025-06-24,3,15,UPI,Ivan Rao,Male,59,Pune,2022-09-10,Red Pen Set,6,201.41,Stationery,56.0,513.5955,1,2025-06,10–20%
198,156,144,2025-01-15,3,25,Card,Samar Wali,Male,25,Hyderabad,2024-04-19,Snow Laptop,4,61008.5,Laptops,,137269.125,0,2025-01,20–30%
199,119,23,2024-08-12,4,0,UPI,Aarush Mall,Male,58,Pune,2021-11-27,DarkOrchid Smartphone,3,38563.07,Smartphones,,154252.28,0,2024-08,0%
200,155,96,2024-11-30,1,20,Card,Amira Chandran,Female,59,Pune,2023-06-09,SkyBlue Dining Chair,14,20273.41,Furniture,,16218.728000000001,0,2024-11,10–20%
201,181,94,2025-03-22,2,5,Card,Neelofar Mammen,Female,38,Kolkata,2023-03-09,Yellow Electric Kettle,8,10764.87,Kitchen Appliances,129.0,20453.253,1,2025-03,0–10%
202,26,6,2024-12-25,2,15,UPI,Shlok Devan,Male,35,Mumbai,2022-02-15,DarkSlateBlue Remote Car,11,1008.04,Toys,,1713.668,0,2024-12,10–20%
203,177,62,2024-12-31,3,10,UPI,Rania Suri,Male,33,Pune,2024-02-29,Purple Smartphone,3,52580.92,Smartphones,,141968.48400000003,0,2024-12,0–10%
204,93,135,2025-05-27,3,15,Card,Nitara Sem,Male,25,Hyderabad,2021-10-23,DarkMagenta Lamp,7,2141.4,Home Decor,2.0,5460.570000000001,1,2025-05,10–20%
205,60,190,2025-05-13,1,30,UPI,Tejas Varkey,Female,50,Jaipur,2024-05-16,LightCyan Wardrobe,14,24995.88,Furniture,,17497.115999999998,0,2025-05,20–30%
206,27,18,2025-04-28,5,0,Card,Reyansh Deol,Male,39,Ahmedabad,2022-04-11,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,105317.90000000001,0,2025-04,0%
207,81,41,2025-01-01,1,20,Card,Devansh Sekhon,Male,49,Hyderabad,2023-01-16,PaleGreen Saree,1,2697.09,Clothing,,2157.672,0,2025-01,10–20%
208,125,46,2025-05-02,5,25,Card,Bhavin Sekhon,Female,30,Ahmedabad,2024-04-18,DarkTurquoise Olive Oil,10,768.18,Groceries,,2880.6749999999997,0,2025-05,20–30%
209,38,79,2025-01-01,5,10,Cash on Delivery,Zara Jani,Female,52,Bengaluru,2024-02-10,LightSteelBlue Hand Sanitizer,17,422.98,Health & Personal Care,,1903.41,0,2025-01,0–10%
210,80,131,2024-10-10,4,10,UPI,Sahil Sood,Female,21,Ahmedabad,2022-06-03,Bisque Notebook,5,269.35,Books,13.0,969.6600000000001,1,2024-10,0–10%
211,137,179,2024-07-09,4,10,Card,Uthkarsh Reddy,Male,20,Kolkata,2022-04-20,DeepSkyBlue Seat Cover,13,4632.7,Automotive Accessories,,16677.72,0,2024-07,0–10%
212,32,7,2024-12-30,5,15,Card,Drishya Dave,Male,30,Hyderabad,2023-04-16,DarkGreen T‑Shirt,1,2410.33,Clothing,,10243.9025,0,2024-12,10–20%
213,1,95,2025-04-27,5,25,UPI,Nirvaan Kakar,Female,43,Jaipur,2021-10-10,DarkSlateGray Lipstick,9,418.24,Beauty,,1568.3999999999999,0,2025-04,20–30%
214,9,1,2024-10-17,5,15,Cash on Delivery,Saksham Khurana,Male,41,Delhi,2023-02-08,Silver Formal Shoes,2,804.15,Footwear,,3417.6375,0,2024-10,10–20%
215,50,70,2025-06-28,1,0,Cash on Delivery,Seher Wali,Female,55,Hyderabad,2022-07-03,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,48637.29,0,2025-06,0%
216,199,64,2024-07-16,4,5,UPI,Lakshay Jha,Male,28,Pune,2024-06-18,LightGray Silver Necklace,16,58660.11,Jewellery,,222908.418,0,2024-07,0–10%
217,165,30,2024-11-25,1,10,Cash on Delivery,Piya Yogi,Female,44,Delhi,2022-11-01,PeachPuff Notebook,5,471.42,Books,,424.278,0,2024-11,0–10%
218,109,67,2025-05-22,4,10,Card,Jayan Ahluwalia,Female,37,Delhi,2023-08-25,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,40228.092,0,2025-05,0–10%
219,134,78,2024-12-16,2,5,Card,Divyansh Shankar,Female,21,Hyderabad,2023-05-12,MediumSlateBlue Basmati Rice,10,1820.11,Groceries,,3458.209,0,2024-12,0–10%
220,165,51,2025-05-07,2,20,Card,Piya Yogi,Female,44,Delhi,2022-11-01,MediumAquaMarine Smart Watch,15,6834.25,Watches,,10934.800000000001,0,2025-05,10–20%
221,126,5,2025-01-20,3,30,UPI,Ojas Lala,Other,20,Jaipur,2022-11-25,Red Pen Set,6,201.41,Stationery,,422.961,0,2025-01,20–30%
222,39,117,2024-09-03,4,15,UPI,Hazel Boase,Female,25,Chennai,2024-03-21,PeachPuff Building Blocks,11,1900.13,Toys,12.0,6460.442,1,2024-09,10–20%
223,132,43,2024-10-29,4,10,Card,Mehul Balan,Male,30,Bengaluru,2021-08-07,Gray Comic,5,717.78,Books,,2584.008,0,2024-10,0–10%
224,177,120,2025-06-12,5,25,UPI,Rania Suri,Male,33,Pune,2024-02-29,GreenYellow Dining Chair,14,26100.44,Furniture,,97876.65,0,2025-06,20–30%
225,165,23,2024-11-14,3,25,UPI,Piya Yogi,Female,44,Delhi,2022-11-01,DarkOrchid Smartphone,3,38563.07,Smartphones,,86766.9075,0,2024-11,20–30%
226,138,184,2024-09-08,2,0,UPI,Abram Dugar,Male,44,Bengaluru,2022-12-14,DarkKhaki Cushion Cover,7,1216.44,Home Decor,,2432.88,0,2024-09,0%
227,113,155,2024-11-01,2,15,Cash on Delivery,Hridaan Bassi,Male,43,Hyderabad,2023-06-21,Orchid Football,12,7845.8,Sports Equipment,,13337.86,0,2024-11,10–20%
228,99,132,2025-04-12,1,30,Card,Mannat Sagar,Male,34,Chennai,2022-01-15,SlateGray Saree,1,2449.97,Clothing,,1714.9789999999998,0,2025-04,20–30%
229,8,69,2024-11-22,2,10,Card,Dhanush Ramakrishnan,Female,57,Delhi,2024-05-25,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,25314.174000000003,0,2024-11,0–10%
230,23,79,2024-12-15,1,5,Card,Kartik Khare,Female,47,Jaipur,2022-01-04,LightSteelBlue Hand Sanitizer,17,422.98,Health & Personal Care,23.0,401.831,1,2024-12,0–10%
231,113,161,2025-06-10,1,25,UPI,Hridaan Bassi,Male,43,Hyderabad,2023-06-21,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,8386.545,0,2025-06,20–30%
232,71,199,2024-12-24,1,25,UPI,Abram Bir,Male,50,Bengaluru,2024-05-18,Linen Wardrobe,14,31253.24,Furniture,,23439.93,0,2024-12,20–30%
233,117,88,2024-10-09,2,25,Card,Mamooty Savant,Female,46,Hyderabad,2022-08-20,MediumSpringGreen Notebook,5,604.3,Books,,906.4499999999999,0,2024-10,20–30%
234,191,84,2025-03-11,4,0,UPI,Kashvi Soman,Male,42,Kolkata,2021-08-11,DarkRed Cricket Bat,12,9502.25,Sports Equipment,,38009.0,0,2025-03,0%
235,66,105,2024-07-16,5,0,Cash on Delivery,Bhavin Cherian,Male,48,Mumbai,2024-04-26,Crimson Seat Cover,13,6421.59,Automotive Accessories,,32107.95,0,2024-07,0%
236,38,89,2024-09-21,5,15,UPI,Zara Jani,Female,52,Bengaluru,2024-02-10,SaddleBrown Bracelet,16,12010.04,Jewellery,138.0,51042.670000000006,1,2024-09,10–20%
237,148,148,2025-03-16,1,10,UPI,Miraya Korpal,Male,36,Jaipur,2022-07-02,Maroon Notebook,5,894.41,Books,,804.9689999999999,0,2025-03,0–10%
238,159,91,2025-02-11,4,10,Card,Nehmat Kulkarni,Female,30,Hyderabad,2022-04-28,DarkOrange Flip‑Flops,2,2263.41,Footwear,,8148.276,0,2025-02,0–10%
239,158,35,2024-07-06,3,0,Card,Nishith Soman,Female,38,Delhi,2024-05-17,PapayaWhip Laptop,4,88790.03,Laptops,,266370.08999999997,0,2024-07,0%
240,176,48,2024-11-06,2,5,Card,Vedika Sawhney,Male,56,Ahmedabad,2023-01-06,Maroon Marker Pack,6,223.42,Stationery,,424.49799999999993,0,2024-11,0–10%
241,10,73,2025-01-25,2,10,Card,Ela Wali,Male,37,Pune,2022-06-22,PowderBlue Smart Watch,15,12303.7,Watches,,22146.660000000003,0,2025-01,0–10%
242,188,93,2025-05-14,5,5,UPI,Dhanush Jaggi,Female,41,Kolkata,2024-01-28,Gold Jeans,1,2296.6,Clothing,,10908.85,0,2025-05,0–10%
243,81,145,2024-07-07,1,5,UPI,Devansh Sekhon,Male,49,Hyderabad,2023-01-16,SlateBlue Novel,5,816.45,Books,,775.6275,0,2024-07,0–10%
244,137,118,2025-03-25,4,30,UPI,Uthkarsh Reddy,Male,20,Kolkata,2022-04-20,LawnGreen Cricket Bat,12,4818.19,Sports Equipment,,13490.931999999999,0,2025-03,20–30%
245,107,135,2024-10-08,4,25,NetBanking,Dharmajan Som,Female,43,Pune,2023-03-18,DarkMagenta Lamp,7,2141.4,Home Decor,,6424.200000000001,0,2024-10,20–30%
246,58,48,2025-02-08,2,10,Card,Manjari Kohli,Female,32,Ahmedabad,2022-12-06,Maroon Marker Pack,6,223.42,Stationery,,402.156,0,2025-02,0–10%
247,160,77,2024-12-06,4,30,NetBanking,Shlok Lata,Male,44,Ahmedabad,2024-01-25,RosyBrown Seat Cover,13,738.44,Automotive Accessories,107.0,2067.632,1,2024-12,20–30%
248,88,40,2024-11-26,4,5,UPI,Lakshay Bhasin,Male,48,Kolkata,2021-09-24,Cornsilk Formal Shoes,2,1948.25,Footwear,,7403.349999999999,0,2024-11,0–10%
249,144,34,2024-08-16,2,30,UPI,Vedika Bhatnagar,Female,27,Mumbai,2022-09-08,Teal Wardrobe,14,20074.78,Furniture,,28104.691999999995,0,2024-08,20–30%
250,110,139,2025-03-20,4,15,Card,Rasha Bhagat,Male,23,Pune,2023-06-21,DarkRed Wall Art,7,1327.64,Home Decor,,4513.976000000001,0,2025-03,10–20%
251,12,16,2025-06-07,4,30,NetBanking,Onkar Kohli,Female,47,Pune,2024-04-02,Navy Gaming Console,19,12665.05,Gaming Consoles,,35462.13999999999,0,2025-06,20–30%
252,163,107,2025-05-10,5,10,Cash on Delivery,Amira Warrior,Female,57,Ahmedabad,2024-01-17,HoneyDew Wardrobe,14,20747.94,Furniture,,93365.73,0,2025-05,0–10%
253,107,147,2024-10-28,2,10,UPI,Dharmajan Som,Female,43,Pune,2023-03-18,DarkSlateGray Action Cam,18,97687.22,Cameras,,175836.996,0,2024-10,0–10%
254,175,9,2024-12-19,1,30,UPI,Inaaya  Kata,Female,42,Kolkata,2024-06-19,Silver Remote Car,11,1678.46,Toys,,1174.922,0,2024-12,20–30%
255,145,29,2024-11-07,1,30,UPI,Uthkarsh Bhandari,Male,40,Kolkata,2022-02-03,HotPink Action Cam,18,245323.23,Cameras,,171726.261,0,2024-11,20–30%
256,29,130,2024-10-29,5,20,Card,Prerak Bhasin,Male,48,Chennai,2022-02-22,DarkTurquoise Cushion Cover,7,1062.02,Home Decor,,4248.080000000001,0,2024-10,10–20%
257,57,168,2025-05-26,2,10,UPI,Ehsaan Bhavsar,Male,31,Hyderabad,2023-10-22,Gainsboro Kurta,1,2579.9,Clothing,,4643.820000000001,0,2025-05,0–10%
258,36,56,2025-02-23,5,30,Card,Amani Sankaran,Male,46,Bengaluru,2023-09-29,IndianRed Digital Thermometer,17,1298.31,Health & Personal Care,,4544.084999999999,0,2025-02,20–30%
259,196,7,2024-11-04,1,0,UPI,Tiya Baral,Female,57,Jaipur,2021-07-21,DarkGreen T‑Shirt,1,2410.33,Clothing,,2410.33,0,2024-11,0%
260,7,57,2025-02-06,2,30,UPI,Ehsaan Khanna,Other,25,Chennai,2023-04-06,MediumOrchid Puzzle,11,1512.96,Toys,,2118.144,0,2025-02,20–30%
261,147,36,2024-08-28,2,30,Cash on Delivery,Baiju Grover,Female,26,Delhi,2021-08-24,Thistle Smartphone,3,42388.83,Smartphones,,59344.362,0,2024-08,20–30%
262,28,23,2024-09-08,5,25,UPI,Hunar Bhasin,Male,34,Mumbai,2024-04-15,DarkOrchid Smartphone,3,38563.07,Smartphones,143.0,144611.5125,1,2024-09,20–30%
263,105,100,2025-02-09,2,0,UPI,Anahi Sachdeva,Male,54,Kolkata,2023-03-17,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,3770.48,0,2025-02,0%
264,149,95,2024-12-04,2,5,UPI,Alisha Kala,Female,53,Bengaluru,2022-06-18,DarkSlateGray Lipstick,9,418.24,Beauty,,794.656,0,2024-12,0–10%
265,5,156,2025-06-14,4,25,UPI,Reyansh Gandhi,Female,37,Ahmedabad,2024-01-31,Turquoise Masala Pack,10,1785.23,Groceries,,5355.6900000000005,0,2025-06,20–30%
266,109,127,2024-12-08,1,10,UPI,Jayan Ahluwalia,Female,37,Delhi,2023-08-25,MediumVioletRed Cushion Cover,7,4694.76,Home Decor,,4225.284000000001,0,2024-12,0–10%
267,177,80,2025-04-26,3,10,UPI,Rania Suri,Male,33,Pune,2024-02-29,Teal Car Vacuum,13,4769.56,Automotive Accessories,82.0,12877.812,1,2025-04,0–10%
268,129,89,2025-06-02,5,15,UPI,Yasmin Trivedi,Female,50,Pune,2023-11-15,SaddleBrown Bracelet,16,12010.04,Jewellery,,51042.670000000006,0,2025-06,10–20%
269,192,164,2024-07-19,4,30,UPI,Misha Lata,Female,37,Pune,2023-10-09,Yellow Study Table,14,28705.99,Furniture,,80376.772,0,2024-07,20–30%
270,156,9,2024-10-21,2,15,Card,Samar Wali,Male,25,Hyderabad,2024-04-19,Silver Remote Car,11,1678.46,Toys,,2853.382,0,2024-10,10–20%
271,121,195,2024-11-08,3,10,UPI,Aarush Kara,Female,49,Chennai,2023-02-15,BlueViolet Digital Thermometer,17,5870.29,Health & Personal Care,,15849.783,0,2024-11,0–10%
272,44,60,2024-10-06,2,20,UPI,Indranil Majumdar,Male,20,Mumbai,2023-11-23,Teal Saree,1,1096.45,Clothing,,1754.3200000000002,0,2024-10,10–20%
273,118,183,2024-10-31,3,25,UPI,Jayesh Issac,Female,26,Jaipur,2023-07-16,Linen Olive Oil,10,1765.55,Groceries,,3972.4874999999997,0,2024-10,20–30%
274,176,10,2024-09-07,5,5,Card,Vedika Sawhney,Male,56,Ahmedabad,2023-01-06,Moccasin Sneakers,2,2833.98,Footwear,,13461.404999999999,0,2024-09,0–10%
275,140,164,2024-07-18,5,30,UPI,Aayush Jani,Female,37,Pune,2021-12-31,Yellow Study Table,14,28705.99,Furniture,19.0,100470.965,1,2024-07,20–30%
276,18,126,2025-01-30,2,30,Card,Abram Butala,Male,35,Pune,2023-03-16,MediumAquaMarine Smart Watch,15,4828.51,Watches,,6759.914,0,2025-01,20–30%
277,117,129,2024-11-11,1,25,NetBanking,Mamooty Savant,Female,46,Hyderabad,2022-08-20,Magenta Remote Car,11,472.14,Toys,,354.105,0,2024-11,20–30%
278,45,65,2025-03-12,2,30,UPI,Rania Chaudry,Female,56,Ahmedabad,2024-04-12,PaleGoldenRod Jeans,1,2254.78,Clothing,,3156.692,0,2025-03,20–30%
279,51,73,2025-03-05,3,30,Card,Siya Bakshi,Male,48,Ahmedabad,2022-11-07,PowderBlue Smart Watch,15,12303.7,Watches,,25837.770000000004,0,2025-03,20–30%
280,5,27,2025-06-21,4,0,UPI,Reyansh Gandhi,Female,37,Ahmedabad,2024-01-31,Beige Digital Thermometer,17,3867.92,Health & Personal Care,,15471.68,0,2025-06,0%
281,159,159,2025-04-17,1,25,UPI,Nehmat Kulkarni,Female,30,Hyderabad,2022-04-28,LightSalmon Pen Set,6,214.12,Stationery,,160.59,0,2025-04,20–30%
282,194,67,2025-02-21,3,15,UPI,Anika Balasubramanian,Female,24,Jaipur,2023-07-10,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,28494.898499999996,0,2025-02,10–20%
283,45,43,2025-05-01,1,30,UPI,Rania Chaudry,Female,56,Ahmedabad,2024-04-12,Gray Comic,5,717.78,Books,,502.44599999999997,0,2025-05,20–30%
284,59,33,2025-02-24,1,15,UPI,Vardaniya Varkey,Female,24,Ahmedabad,2022-11-12,SaddleBrown Yoga Mat,12,2936.72,Sports Equipment,,2496.212,0,2025-02,10–20%
285,130,134,2024-09-08,5,5,UPI,Neysa Aurora,Male,59,Delhi,2021-12-10,MediumAquaMarine Textbook,5,538.51,Books,,2557.9225,0,2024-09,0–10%
286,82,26,2025-06-27,1,0,Card,Elakshi Bali,Female,59,Pune,2022-02-15,Plum Cricket Bat,12,4234.47,Sports Equipment,,4234.47,0,2025-06,0%
287,184,110,2025-06-21,5,5,UPI,Anaya Sehgal,Female,18,Kolkata,2023-02-27,Peru Sandals,2,3684.08,Footwear,,17499.38,0,2025-06,0–10%
288,35,114,2025-02-18,4,30,UPI,Lakshay Devan,Male,34,Ahmedabad,2023-09-25,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,30111.815999999995,0,2025-02,20–30%
289,172,171,2024-08-02,1,30,UPI,Kiara Mani,Male,25,Delhi,2023-10-26,SeaShell Yoga Mat,12,2047.86,Sports Equipment,,1433.502,0,2024-08,20–30%
290,153,180,2024-12-06,4,30,Card,Aarna Virk,Male,45,Mumbai,2022-12-12,GoldenRod DSLR Camera,18,219756.43,Cameras,,615318.004,0,2024-12,20–30%
291,16,24,2025-05-24,2,0,Card,Ivana Datta,Female,23,Chennai,2024-03-31,Brown Building Blocks,11,822.9,Toys,,1645.8,0,2025-05,0%
292,58,148,2024-12-10,1,0,Cash on Delivery,Manjari Kohli,Female,32,Ahmedabad,2022-12-06,Maroon Notebook,5,894.41,Books,,894.41,0,2024-12,0%
293,41,180,2025-04-03,1,0,UPI,Ishaan Mani,Female,32,Bengaluru,2022-06-07,GoldenRod DSLR Camera,18,219756.43,Cameras,,219756.43,0,2025-04,0%
294,44,52,2024-12-28,3,10,Card,Indranil Majumdar,Male,20,Mumbai,2023-11-23,Ivory Saree,1,1755.14,Clothing,,4738.878000000001,0,2024-12,0–10%
295,110,170,2025-02-08,2,30,UPI,Rasha Bhagat,Male,23,Pune,2023-06-21,PaleVioletRed Smart Watch,15,12391.74,Watches,,17348.435999999998,0,2025-02,20–30%
296,148,182,2024-08-04,1,0,UPI,Miraya Korpal,Male,36,Jaipur,2022-07-02,LightGreen Building Blocks,11,2395.42,Toys,,2395.42,0,2024-08,0%
297,59,77,2024-07-14,2,10,UPI,Vardaniya Varkey,Female,24,Ahmedabad,2022-11-12,RosyBrown Seat Cover,13,738.44,Automotive Accessories,,1329.1920000000002,0,2024-07,0–10%
298,196,192,2025-06-14,2,0,UPI,Tiya Baral,Female,57,Jaipur,2021-07-21,Turquoise Wall Art,7,2307.73,Home Decor,,4615.46,0,2025-06,0%
299,117,82,2024-10-25,5,20,UPI,Mamooty Savant,Female,46,Hyderabad,2022-08-20,DarkGoldenRod Building Blocks,11,2333.56,Toys,141.0,9334.24,1,2024-10,10–20%
