order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,age group,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,month_name,discount_bin,
143,62,159,12-10-2024,2,25,UPI,Jiya Tailor,Female,21,<25,Chennai,16-02-2023,LightSalmon Pen Set,6,214.12,Stationery,,321.18,0,2024-10,October,20%+,
144,169,87,18-04-2025,4,5,Card,Saira Master,Female,57,45+,Delhi,10-01-2022,PaleGreen Wardrobe,14,23347.2,Furniture,,88719.36,0,2025-04,April,0–10%,
145,19,170,30-04-2025,1,5,Card,Parinaaz Jani,Female,53,45+,Chennai,05-06-2022,PaleVioletRed Smart Watch,15,12391.74,Watches,,11772.153,0,2025-04,April,0–10%,
146,101,142,10-06-2025,1,25,UPI,Devansh Devi,Female,19,<25,Kolkata,15-04-2023,LightSlateGray Seat Cover,13,6336.76,Automotive Accessories,38,4752.57,1,2025-06,June,20%+,
147,31,50,07-03-2025,2,15,UPI,Armaan Agate,Male,48,45+,Chennai,19-12-2023,FireBrick Jeans,1,1568.28,Clothing,,2666.076,0,2025-03,March,10–20%,
148,50,17,03-12-2024,1,25,NetBanking,Seher Wali,Female,55,45+,Hyderabad,03-07-2022,DarkGray Hand Sanitizer,17,4139.54,Health & Personal Care,74,3104.655,1,2024-12,December,20%+,
149,170,70,08-09-2024,1,20,UPI,Rasha Khare,Female,18,<25,Mumbai,10-09-2023,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,38909.832,0,2024-09,September,10–20%,
150,103,5,10-11-2024,3,20,UPI,Samaira Bhagat,Male,55,45+,Hyderabad,07-09-2023,Red Pen Set,6,201.41,Stationery,,483.384,0,2024-11,November,10–20%,
151,17,83,01-12-2024,5,10,Card,Ivan Rao,Male,59,45+,Pune,10-09-2022,LightYellow Lipstick,9,1168.26,Beauty,,5257.17,0,2024-12,December,0–10%,
152,196,102,04-08-2024,2,20,UPI,Tiya Baral,Female,57,45+,Jaipur,21-07-2021,DarkGray Smartphone,3,43187.84,Smartphones,,69100.544,0,2024-08,August,10–20%,
153,6,171,23-07-2024,4,15,UPI,Dhanuk Sidhu,Male,48,45+,Kolkata,01-06-2022,SeaShell Yoga Mat,12,2047.86,Sports Equipment,,6962.724,0,2024-07,July,10–20%,
154,60,76,21-12-2024,3,10,Card,Tejas Varkey,Female,50,45+,Jaipur,16-05-2024,Navy Face Cream,9,1726.03,Beauty,,4660.281,0,2024-12,December,0–10%,
155,19,192,15-12-2024,4,5,UPI,Parinaaz Jani,Female,53,45+,Chennai,05-06-2022,Turquoise Wall Art,7,2307.73,Home Decor,,8769.374,0,2024-12,December,0–10%,
156,186,163,22-11-2024,3,10,NetBanking,Kiaan Badami,Female,48,45+,Mumbai,25-01-2023,MediumBlue Lipstick,9,346.17,Beauty,,934.659,0,2024-11,November,0–10%,
157,40,15,28-06-2025,1,10,Cash on Delivery,Ivana Wason,Female,55,45+,Kolkata,14-06-2024,RoyalBlue Lamp,7,3265.03,Home Decor,15,2938.527,1,2025-06,June,0–10%,
158,124,56,22-02-2025,2,20,UPI,Romil Mahal,Female,43,35–44,Jaipur,03-02-2023,IndianRed Digital Thermometer,17,1298.31,Health & Personal Care,,2077.296,0,2025-02,February,10–20%,
159,45,100,14-05-2025,3,30,UPI,Rania Chaudry,Female,56,45+,Ahmedabad,12-04-2024,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,3959.004,0,2025-05,May,20%+,
160,42,70,18-02-2025,1,15,UPI,Armaan Buch,Male,18,<25,Chennai,16-09-2021,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,41341.6965,0,2025-02,February,10–20%,
161,70,11,27-02-2025,3,25,Cash on Delivery,Amani Sastry,Female,52,45+,Pune,17-11-2023,Snow Novel,5,397.74,Books,,894.915,0,2025-02,February,20%+,
162,152,158,02-06-2025,5,0,Cash on Delivery,Fateh Kannan,Female,59,45+,Delhi,16-06-2024,Khaki Shampoo,9,158.12,Beauty,51,790.6,1,2025-06,June,0%,
163,150,119,15-12-2024,2,5,UPI,Samar Bawa,Female,57,45+,Hyderabad,24-12-2022,Olive Study Table,14,23953.3,Furniture,,45511.27,0,2024-12,December,0–10%,
164,53,67,24-06-2025,5,15,Cash on Delivery,Vedika Upadhyay,Female,24,<25,Chennai,10-08-2023,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,47491.4975,0,2025-06,June,10–20%,
165,78,9,16-03-2025,4,25,UPI,Heer Kibe,Male,50,45+,Pune,21-01-2022,Silver Remote Car,11,1678.46,Toys,145,5035.38,1,2025-03,March,20%+,
166,152,143,27-11-2024,5,10,NetBanking,Fateh Kannan,Female,59,45+,Delhi,16-06-2024,Gray Sneakers,2,2424.58,Footwear,,10910.61,0,2024-11,November,0–10%,
167,153,7,13-02-2025,1,20,Card,Aarna Virk,Male,45,45+,Mumbai,12-12-2022,DarkGreen Tâ€‘Shirt,1,2410.33,Clothing,,1928.264,0,2025-02,February,10–20%,
168,145,132,04-02-2025,4,10,UPI,Uthkarsh Bhandari,Male,40,35–44,Kolkata,03-02-2022,SlateGray Saree,1,2449.97,Clothing,58,8819.892,1,2025-02,February,0–10%,
169,123,32,10-03-2025,4,10,UPI,Drishya Raju,Male,57,45+,Delhi,18-12-2022,Ivory Analog Watch,15,999.45,Watches,,3598.02,0,2025-03,March,0–10%,
170,115,12,24-12-2024,4,20,Cash on Delivery,Aayush Deshmukh,Male,19,<25,Mumbai,10-04-2023,PaleVioletRed Wardrobe,14,22507.18,Furniture,,72022.976,0,2024-12,December,10–20%,
171,110,96,07-04-2025,2,25,Card,Rasha Bhagat,Male,23,<25,Pune,21-06-2023,SkyBlue Dining Chair,14,20273.41,Furniture,,30410.115,0,2025-04,April,20%+,
172,163,158,10-05-2025,4,10,NetBanking,Amira Warrior,Female,57,45+,Ahmedabad,17-01-2024,Khaki Shampoo,9,158.12,Beauty,70,569.232,1,2025-05,May,0–10%,
173,56,155,09-07-2024,5,30,Card,Manikya Ganesan,Male,25,25–34,Mumbai,22-06-2024,Orchid Football,12,7845.8,Sports Equipment,63,27460.3,1,2024-07,July,20%+,
174,28,114,22-11-2024,4,25,NetBanking,Hunar Bhasin,Male,34,25–34,Mumbai,15-04-2024,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,32262.66,0,2024-11,November,20%+,
175,194,8,08-04-2025,2,25,UPI,Anika Balasubramanian,Female,24,<25,Jaipur,10-07-2023,SlateGray Bluetooth Speaker,20,3259.21,Music & Instruments,,4888.815,0,2025-04,April,20%+,
176,34,27,05-01-2025,3,30,Card,Shray Bail,Male,37,35–44,Chennai,31-05-2022,Beige Digital Thermometer,17,3867.92,Health & Personal Care,,8122.632,0,2025-01,January,20%+,
177,65,79,25-01-2025,2,20,UPI,Ishaan Chauhan,Female,31,25–34,Delhi,23-12-2023,LightSteelBlue Hand Sanitizer,17,422.98,Health & Personal Care,,676.768,0,2025-01,January,10–20%,
178,111,198,16-12-2024,2,30,UPI,Emir Aurora,Male,32,25–34,Bengaluru,16-01-2023,SaddleBrown Marker Pack,6,345.38,Stationery,,483.532,0,2024-12,December,20%+,
179,128,177,11-01-2025,5,30,UPI,Urvi Thaker,Female,50,45+,Bengaluru,25-05-2022,LightSlateGray Seat Cover,13,705.36,Automotive Accessories,,2468.76,0,2025-01,January,20%+,
180,131,123,12-10-2024,3,25,Cash on Delivery,Rohan Bhatia,Female,59,45+,Ahmedabad,05-01-2022,Gainsboro Bracelet,16,57860.63,Jewellery,,130186.4175,0,2024-10,October,20%+,
181,187,51,24-02-2025,1,0,UPI,Lakshay Varughese,Male,38,35–44,Kolkata,25-06-2023,MediumAquaMarine Smart Watch,15,6834.25,Watches,,6834.25,0,2025-02,February,0%,
182,56,161,09-02-2025,4,5,Cash on Delivery,Manikya Ganesan,Male,25,25–34,Mumbai,22-06-2024,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,42491.828,0,2025-02,February,0–10%,
183,22,117,15-10-2024,4,10,UPI,Taimur Badami,Female,51,45+,Hyderabad,09-10-2023,PeachPuff Building Blocks,11,1900.13,Toys,65,6840.468,1,2024-10,October,0–10%,
184,170,152,27-09-2024,5,5,Card,Rasha Khare,Female,18,<25,Mumbai,10-09-2023,SaddleBrown Marker Pack,6,196.21,Stationery,,931.9975,0,2024-09,September,0–10%,
185,132,23,07-09-2024,1,5,UPI,Mehul Balan,Male,30,25–34,Bengaluru,07-08-2021,DarkOrchid Smartphone,3,38563.07,Smartphones,79,36634.9165,1,2024-09,September,0–10%,
186,100,24,18-06-2025,3,0,UPI,Ela Dhillon,Male,44,35–44,Mumbai,17-03-2024,Brown Building Blocks,11,822.9,Toys,,2468.7,0,2025-06,June,0%,
187,118,62,31-05-2025,2,5,UPI,Jayesh Issac,Female,26,25–34,Jaipur,16-07-2023,Purple Smartphone,3,52580.92,Smartphones,,99903.748,0,2025-05,May,0–10%,
188,12,41,11-01-2025,4,15,NetBanking,Onkar Kohli,Female,47,45+,Pune,02-04-2024,PaleGreen Saree,1,2697.09,Clothing,,9170.106,0,2025-01,January,10–20%,
189,37,31,15-12-2024,3,0,Card,Rhea Shah,Male,56,45+,Hyderabad,07-02-2024,DeepSkyBlue Analog Watch,15,844.18,Watches,,2532.54,0,2024-12,December,0%,
190,41,107,21-06-2025,5,20,Card,Ishaan Mani,Female,32,25–34,Bengaluru,07-06-2022,HoneyDew Wardrobe,14,20747.94,Furniture,,82991.76,0,2025-06,June,10–20%,
191,58,3,29-06-2025,2,20,Card,Manjari Kohli,Female,32,25–34,Ahmedabad,06-12-2022,SandyBrown Flipâ€‘Flops,2,2375.71,Footwear,,3801.136,0,2025-06,June,10–20%,
192,63,111,22-10-2024,5,10,Cash on Delivery,Zain Sodhi,Female,18,<25,Chennai,06-02-2023,Bisque Smartphone,3,83879.6,Smartphones,,377458.2,0,2024-10,October,0–10%,
193,71,85,07-07-2024,2,30,UPI,Abram Bir,Male,50,45+,Bengaluru,18-05-2024,IndianRed Smart Watch,15,5520.99,Watches,,7729.386,0,2024-07,July,20%+,
194,133,20,05-11-2024,2,30,UPI,Siya Vora,Female,23,<25,Ahmedabad,22-06-2022,Beige Marker Pack,6,418.27,Stationery,,585.578,0,2024-11,November,20%+,
195,91,156,01-02-2025,4,15,UPI,Jivin Hans,Female,24,<25,Pune,11-08-2023,Turquoise Masala Pack,10,1785.23,Groceries,,6069.782,0,2025-02,February,10–20%,
196,89,165,04-04-2025,5,0,Card,Tiya Hayer,Male,38,35–44,Hyderabad,26-12-2023,DarkOliveGreen Digital Thermometer,17,4029.76,Health & Personal Care,11,20148.8,1,2025-04,April,0%,
197,17,5,24-06-2025,3,15,UPI,Ivan Rao,Male,59,45+,Pune,10-09-2022,Red Pen Set,6,201.41,Stationery,56,513.5955,1,2025-06,June,10–20%,
198,156,144,15-01-2025,3,25,Card,Samar Wali,Male,25,25–34,Hyderabad,19-04-2024,Snow Laptop,4,61008.5,Laptops,,137269.125,0,2025-01,January,20%+,
199,119,23,12-08-2024,4,0,UPI,Aarush Mall,Male,58,45+,Pune,27-11-2021,DarkOrchid Smartphone,3,38563.07,Smartphones,,154252.28,0,2024-08,August,0%,
200,155,96,30-11-2024,1,20,Card,Amira Chandran,Female,59,45+,Pune,09-06-2023,SkyBlue Dining Chair,14,20273.41,Furniture,,16218.728,0,2024-11,November,10–20%,
201,181,94,22-03-2025,2,5,Card,Neelofar Mammen,Female,38,35–44,Kolkata,09-03-2023,Yellow Electric Kettle,8,10764.87,Kitchen Appliances,129,20453.253,1,2025-03,March,0–10%,
202,26,6,25-12-2024,2,15,UPI,Shlok Devan,Male,35,35–44,Mumbai,15-02-2022,DarkSlateBlue Remote Car,11,1008.04,Toys,,1713.668,0,2024-12,December,10–20%,
203,177,62,31-12-2024,3,10,UPI,Rania Suri,Male,33,25–34,Pune,29-02-2024,Purple Smartphone,3,52580.92,Smartphones,,141968.484,0,2024-12,December,0–10%,
204,93,135,27-05-2025,3,15,Card,Nitara Sem,Male,25,25–34,Hyderabad,23-10-2021,DarkMagenta Lamp,7,2141.4,Home Decor,2,5460.57,1,2025-05,May,10–20%,
205,60,190,13-05-2025,1,30,UPI,Tejas Varkey,Female,50,45+,Jaipur,16-05-2024,LightCyan Wardrobe,14,24995.88,Furniture,,17497.116,0,2025-05,May,20%+,
206,27,18,28-04-2025,5,0,Card,Reyansh Deol,Male,39,35–44,Ahmedabad,11-04-2022,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,105317.9,0,2025-04,April,0%,
207,81,41,01-01-2025,1,20,Card,Devansh Sekhon,Male,49,45+,Hyderabad,16-01-2023,PaleGreen Saree,1,2697.09,Clothing,,2157.672,0,2025-01,January,10–20%,
208,125,46,02-05-2025,5,25,Card,Bhavin Sekhon,Female,30,25–34,Ahmedabad,18-04-2024,DarkTurquoise Olive Oil,10,768.18,Groceries,,2880.675,0,2025-05,May,20%+,
209,38,79,01-01-2025,5,10,Cash on Delivery,Zara Jani,Female,52,45+,Bengaluru,10-02-2024,LightSteelBlue Hand Sanitizer,17,422.98,Health & Personal Care,,1903.41,0,2025-01,January,0–10%,
210,80,131,10-10-2024,4,10,UPI,Sahil Sood,Female,21,<25,Ahmedabad,03-06-2022,Bisque Notebook,5,269.35,Books,13,969.66,1,2024-10,October,0–10%,
211,137,179,09-07-2024,4,10,Card,Uthkarsh Reddy,Male,20,<25,Kolkata,20-04-2022,DeepSkyBlue Seat Cover,13,4632.7,Automotive Accessories,,16677.72,0,2024-07,July,0–10%,
212,32,7,30-12-2024,5,15,Card,Drishya Dave,Male,30,25–34,Hyderabad,16-04-2023,DarkGreen Tâ€‘Shirt,1,2410.33,Clothing,,10243.9025,0,2024-12,December,10–20%,
213,1,95,27-04-2025,5,25,UPI,Nirvaan Kakar,Female,43,35–44,Jaipur,10-10-2021,DarkSlateGray Lipstick,9,418.24,Beauty,,1568.4,0,2025-04,April,20%+,
214,9,1,17-10-2024,5,15,Cash on Delivery,Saksham Khurana,Male,41,35–44,Delhi,08-02-2023,Silver Formal Shoes,2,804.15,Footwear,,3417.6375,0,2024-10,October,10–20%,
215,50,70,28-06-2025,1,0,Cash on Delivery,Seher Wali,Female,55,45+,Hyderabad,03-07-2022,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,48637.29,0,2025-06,June,0%,
216,199,64,16-07-2024,4,5,UPI,Lakshay Jha,Male,28,25–34,Pune,18-06-2024,LightGray Silver Necklace,16,58660.11,Jewellery,,222908.418,0,2024-07,July,0–10%,
217,165,30,25-11-2024,1,10,Cash on Delivery,Piya Yogi,Female,44,35–44,Delhi,01-11-2022,PeachPuff Notebook,5,471.42,Books,,424.278,0,2024-11,November,0–10%,
218,109,67,22-05-2025,4,10,Card,Jayan Ahluwalia,Female,37,35–44,Delhi,25-08-2023,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,40228.092,0,2025-05,May,0–10%,
219,134,78,16-12-2024,2,5,Card,Divyansh Shankar,Female,21,<25,Hyderabad,12-05-2023,MediumSlateBlue Basmati Rice,10,1820.11,Groceries,,3458.209,0,2024-12,December,0–10%,
220,165,51,07-05-2025,2,20,Card,Piya Yogi,Female,44,35–44,Delhi,01-11-2022,MediumAquaMarine Smart Watch,15,6834.25,Watches,,10934.8,0,2025-05,May,10–20%,
221,126,5,20-01-2025,3,30,UPI,Ojas Lala,Other,20,<25,Jaipur,25-11-2022,Red Pen Set,6,201.41,Stationery,,422.961,0,2025-01,January,20%+,
222,39,117,03-09-2024,4,15,UPI,Hazel Boase,Female,25,25–34,Chennai,21-03-2024,PeachPuff Building Blocks,11,1900.13,Toys,12,6460.442,1,2024-09,September,10–20%,
223,132,43,29-10-2024,4,10,Card,Mehul Balan,Male,30,25–34,Bengaluru,07-08-2021,Gray Comic,5,717.78,Books,,2584.008,0,2024-10,October,0–10%,
224,177,120,12-06-2025,5,25,UPI,Rania Suri,Male,33,25–34,Pune,29-02-2024,GreenYellow Dining Chair,14,26100.44,Furniture,,97876.65,0,2025-06,June,20%+,
225,165,23,14-11-2024,3,25,UPI,Piya Yogi,Female,44,35–44,Delhi,01-11-2022,DarkOrchid Smartphone,3,38563.07,Smartphones,,86766.9075,0,2024-11,November,20%+,
226,138,184,08-09-2024,2,0,UPI,Abram Dugar,Male,44,35–44,Bengaluru,14-12-2022,DarkKhaki Cushion Cover,7,1216.44,Home Decor,,2432.88,0,2024-09,September,0%,
227,113,155,01-11-2024,2,15,Cash on Delivery,Hridaan Bassi,Male,43,35–44,Hyderabad,21-06-2023,Orchid Football,12,7845.8,Sports Equipment,,13337.86,0,2024-11,November,10–20%,
228,99,132,12-04-2025,1,30,Card,Mannat Sagar,Male,34,25–34,Chennai,15-01-2022,SlateGray Saree,1,2449.97,Clothing,,1714.979,0,2025-04,April,20%+,
229,8,69,22-11-2024,2,10,Card,Dhanush Ramakrishnan,Female,57,45+,Delhi,25-05-2024,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,25314.174,0,2024-11,November,0–10%,
230,23,79,15-12-2024,1,5,Card,Kartik Khare,Female,47,45+,Jaipur,04-01-2022,LightSteelBlue Hand Sanitizer,17,422.98,Health & Personal Care,23,401.831,1,2024-12,December,0–10%,
231,113,161,10-06-2025,1,25,UPI,Hridaan Bassi,Male,43,35–44,Hyderabad,21-06-2023,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,8386.545,0,2025-06,June,20%+,
232,71,199,24-12-2024,1,25,UPI,Abram Bir,Male,50,45+,Bengaluru,18-05-2024,Linen Wardrobe,14,31253.24,Furniture,,23439.93,0,2024-12,December,20%+,
233,117,88,09-10-2024,2,25,Card,Mamooty Savant,Female,46,45+,Hyderabad,20-08-2022,MediumSpringGreen Notebook,5,604.3,Books,,906.45,0,2024-10,October,20%+,
234,191,84,11-03-2025,4,0,UPI,Kashvi Soman,Male,42,35–44,Kolkata,11-08-2021,DarkRed Cricket Bat,12,9502.25,Sports Equipment,,38009,0,2025-03,March,0%,
235,66,105,16-07-2024,5,0,Cash on Delivery,Bhavin Cherian,Male,48,45+,Mumbai,26-04-2024,Crimson Seat Cover,13,6421.59,Automotive Accessories,,32107.95,0,2024-07,July,0%,
236,38,89,21-09-2024,5,15,UPI,Zara Jani,Female,52,45+,Bengaluru,10-02-2024,SaddleBrown Bracelet,16,12010.04,Jewellery,138,51042.67,1,2024-09,September,10–20%,
237,148,148,16-03-2025,1,10,UPI,Miraya Korpal,Male,36,35–44,Jaipur,02-07-2022,Maroon Notebook,5,894.41,Books,,804.969,0,2025-03,March,0–10%,
238,159,91,11-02-2025,4,10,Card,Nehmat Kulkarni,Female,30,25–34,Hyderabad,28-04-2022,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,8148.276,0,2025-02,February,0–10%,
239,158,35,06-07-2024,3,0,Card,Nishith Soman,Female,38,35–44,Delhi,17-05-2024,PapayaWhip Laptop,4,88790.03,Laptops,,266370.09,0,2024-07,July,0%,
240,176,48,06-11-2024,2,5,Card,Vedika Sawhney,Male,56,45+,Ahmedabad,06-01-2023,Maroon Marker Pack,6,223.42,Stationery,,424.498,0,2024-11,November,0–10%,
241,10,73,25-01-2025,2,10,Card,Ela Wali,Male,37,35–44,Pune,22-06-2022,PowderBlue Smart Watch,15,12303.7,Watches,,22146.66,0,2025-01,January,0–10%,
242,188,93,14-05-2025,5,5,UPI,Dhanush Jaggi,Female,41,35–44,Kolkata,28-01-2024,Gold Jeans,1,2296.6,Clothing,,10908.85,0,2025-05,May,0–10%,
243,81,145,07-07-2024,1,5,UPI,Devansh Sekhon,Male,49,45+,Hyderabad,16-01-2023,SlateBlue Novel,5,816.45,Books,,775.6275,0,2024-07,July,0–10%,
244,137,118,25-03-2025,4,30,UPI,Uthkarsh Reddy,Male,20,<25,Kolkata,20-04-2022,LawnGreen Cricket Bat,12,4818.19,Sports Equipment,,13490.932,0,2025-03,March,20%+,
245,107,135,08-10-2024,4,25,NetBanking,Dharmajan Som,Female,43,35–44,Pune,18-03-2023,DarkMagenta Lamp,7,2141.4,Home Decor,,6424.2,0,2024-10,October,20%+,
246,58,48,08-02-2025,2,10,Card,Manjari Kohli,Female,32,25–34,Ahmedabad,06-12-2022,Maroon Marker Pack,6,223.42,Stationery,,402.156,0,2025-02,February,0–10%,
247,160,77,06-12-2024,4,30,NetBanking,Shlok Lata,Male,44,35–44,Ahmedabad,25-01-2024,RosyBrown Seat Cover,13,738.44,Automotive Accessories,107,2067.632,1,2024-12,December,20%+,
248,88,40,26-11-2024,4,5,UPI,Lakshay Bhasin,Male,48,45+,Kolkata,24-09-2021,Cornsilk Formal Shoes,2,1948.25,Footwear,,7403.35,0,2024-11,November,0–10%,
249,144,34,16-08-2024,2,30,UPI,Vedika Bhatnagar,Female,27,25–34,Mumbai,08-09-2022,Teal Wardrobe,14,20074.78,Furniture,,28104.692,0,2024-08,August,20%+,
250,110,139,20-03-2025,4,15,Card,Rasha Bhagat,Male,23,<25,Pune,21-06-2023,DarkRed Wall Art,7,1327.64,Home Decor,,4513.976,0,2025-03,March,10–20%,
251,12,16,07-06-2025,4,30,NetBanking,Onkar Kohli,Female,47,45+,Pune,02-04-2024,Navy Gaming Console,19,12665.05,Gaming Consoles,,35462.14,0,2025-06,June,20%+,
252,163,107,10-05-2025,5,10,Cash on Delivery,Amira Warrior,Female,57,45+,Ahmedabad,17-01-2024,HoneyDew Wardrobe,14,20747.94,Furniture,,93365.73,0,2025-05,May,0–10%,
253,107,147,28-10-2024,2,10,UPI,Dharmajan Som,Female,43,35–44,Pune,18-03-2023,DarkSlateGray Action Cam,18,97687.22,Cameras,,175836.996,0,2024-10,October,0–10%,
254,175,9,19-12-2024,1,30,UPI,Inaaya  Kata,Female,42,35–44,Kolkata,19-06-2024,Silver Remote Car,11,1678.46,Toys,,1174.922,0,2024-12,December,20%+,
255,145,29,07-11-2024,1,30,UPI,Uthkarsh Bhandari,Male,40,35–44,Kolkata,03-02-2022,HotPink Action Cam,18,245323.23,Cameras,,171726.261,0,2024-11,November,20%+,
256,29,130,29-10-2024,5,20,Card,Prerak Bhasin,Male,48,45+,Chennai,22-02-2022,DarkTurquoise Cushion Cover,7,1062.02,Home Decor,,4248.08,0,2024-10,October,10–20%,
257,57,168,26-05-2025,2,10,UPI,Ehsaan Bhavsar,Male,31,25–34,Hyderabad,22-10-2023,Gainsboro Kurta,1,2579.9,Clothing,,4643.82,0,2025-05,May,0–10%,
258,36,56,23-02-2025,5,30,Card,Amani Sankaran,Male,46,45+,Bengaluru,29-09-2023,IndianRed Digital Thermometer,17,1298.31,Health & Personal Care,,4544.085,0,2025-02,February,20%+,
259,196,7,04-11-2024,1,0,UPI,Tiya Baral,Female,57,45+,Jaipur,21-07-2021,DarkGreen Tâ€‘Shirt,1,2410.33,Clothing,,2410.33,0,2024-11,November,0%,
260,7,57,06-02-2025,2,30,UPI,Ehsaan Khanna,Other,25,25–34,Chennai,06-04-2023,MediumOrchid Puzzle,11,1512.96,Toys,,2118.144,0,2025-02,February,20%+,
261,147,36,28-08-2024,2,30,Cash on Delivery,Baiju Grover,Female,26,25–34,Delhi,24-08-2021,Thistle Smartphone,3,42388.83,Smartphones,,59344.362,0,2024-08,August,20%+,
262,28,23,08-09-2024,5,25,UPI,Hunar Bhasin,Male,34,25–34,Mumbai,15-04-2024,DarkOrchid Smartphone,3,38563.07,Smartphones,143,144611.5125,1,2024-09,September,20%+,
263,105,100,09-02-2025,2,0,UPI,Anahi Sachdeva,Male,54,45+,Kolkata,17-03-2023,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,3770.48,0,2025-02,February,0%,
264,149,95,04-12-2024,2,5,UPI,Alisha Kala,Female,53,45+,Bengaluru,18-06-2022,DarkSlateGray Lipstick,9,418.24,Beauty,,794.656,0,2024-12,December,0–10%,
265,5,156,14-06-2025,4,25,UPI,Reyansh Gandhi,Female,37,35–44,Ahmedabad,31-01-2024,Turquoise Masala Pack,10,1785.23,Groceries,,5355.69,0,2025-06,June,20%+,
266,109,127,08-12-2024,1,10,UPI,Jayan Ahluwalia,Female,37,35–44,Delhi,25-08-2023,MediumVioletRed Cushion Cover,7,4694.76,Home Decor,,4225.284,0,2024-12,December,0–10%,
267,177,80,26-04-2025,3,10,UPI,Rania Suri,Male,33,25–34,Pune,29-02-2024,Teal Car Vacuum,13,4769.56,Automotive Accessories,82,12877.812,1,2025-04,April,0–10%,
268,129,89,02-06-2025,5,15,UPI,Yasmin Trivedi,Female,50,45+,Pune,15-11-2023,SaddleBrown Bracelet,16,12010.04,Jewellery,,51042.67,0,2025-06,June,10–20%,
269,192,164,19-07-2024,4,30,UPI,Misha Lata,Female,37,35–44,Pune,09-10-2023,Yellow Study Table,14,28705.99,Furniture,,80376.772,0,2024-07,July,20%+,
270,156,9,21-10-2024,2,15,Card,Samar Wali,Male,25,25–34,Hyderabad,19-04-2024,Silver Remote Car,11,1678.46,Toys,,2853.382,0,2024-10,October,10–20%,
271,121,195,08-11-2024,3,10,UPI,Aarush Kara,Female,49,45+,Chennai,15-02-2023,BlueViolet Digital Thermometer,17,5870.29,Health & Personal Care,,15849.783,0,2024-11,November,0–10%,
272,44,60,06-10-2024,2,20,UPI,Indranil Majumdar,Male,20,<25,Mumbai,23-11-2023,Teal Saree,1,1096.45,Clothing,,1754.32,0,2024-10,October,10–20%,
273,118,183,31-10-2024,3,25,UPI,Jayesh Issac,Female,26,25–34,Jaipur,16-07-2023,Linen Olive Oil,10,1765.55,Groceries,,3972.4875,0,2024-10,October,20%+,
274,176,10,07-09-2024,5,5,Card,Vedika Sawhney,Male,56,45+,Ahmedabad,06-01-2023,Moccasin Sneakers,2,2833.98,Footwear,,13461.405,0,2024-09,September,0–10%,
275,140,164,18-07-2024,5,30,UPI,Aayush Jani,Female,37,35–44,Pune,31-12-2021,Yellow Study Table,14,28705.99,Furniture,19,100470.965,1,2024-07,July,20%+,
276,18,126,30-01-2025,2,30,Card,Abram Butala,Male,35,35–44,Pune,16-03-2023,MediumAquaMarine Smart Watch,15,4828.51,Watches,,6759.914,0,2025-01,January,20%+,
277,117,129,11-11-2024,1,25,NetBanking,Mamooty Savant,Female,46,45+,Hyderabad,20-08-2022,Magenta Remote Car,11,472.14,Toys,,354.105,0,2024-11,November,20%+,
278,45,65,12-03-2025,2,30,UPI,Rania Chaudry,Female,56,45+,Ahmedabad,12-04-2024,PaleGoldenRod Jeans,1,2254.78,Clothing,,3156.692,0,2025-03,March,20%+,
279,51,73,05-03-2025,3,30,Card,Siya Bakshi,Male,48,45+,Ahmedabad,07-11-2022,PowderBlue Smart Watch,15,12303.7,Watches,,25837.77,0,2025-03,March,20%+,
280,5,27,21-06-2025,4,0,UPI,Reyansh Gandhi,Female,37,35–44,Ahmedabad,31-01-2024,Beige Digital Thermometer,17,3867.92,Health & Personal Care,,15471.68,0,2025-06,June,0%,
281,159,159,17-04-2025,1,25,UPI,Nehmat Kulkarni,Female,30,25–34,Hyderabad,28-04-2022,LightSalmon Pen Set,6,214.12,Stationery,,160.59,0,2025-04,April,20%+,
282,194,67,21-02-2025,3,15,UPI,Anika Balasubramanian,Female,24,<25,Jaipur,10-07-2023,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,28494.8985,0,2025-02,February,10–20%,
283,45,43,01-05-2025,1,30,UPI,Rania Chaudry,Female,56,45+,Ahmedabad,12-04-2024,Gray Comic,5,717.78,Books,,502.446,0,2025-05,May,20%+,
284,59,33,24-02-2025,1,15,UPI,Vardaniya Varkey,Female,24,<25,Ahmedabad,12-11-2022,SaddleBrown Yoga Mat,12,2936.72,Sports Equipment,,2496.212,0,2025-02,February,10–20%,
